07-08-24 59.0
PPCI&N;Abrev. Net. Name;Net. Type;MCC;MNC;Country Initials;Organisation;Network;SIM;Last Update
IND INDOSAT;INDOSAT;GSM 1800;510;01;IDN;Indosat Ooredoo Hutchison;INDOSATOOREDOO;896201;2016-03-02
IND INDOSAT;INDOSAT;GSM 900;510;01;IDN;Indosat Ooredoo Hutchison;INDOSATOOREDOO;896201;2016-03-02
IND INDOSAT;INDOSAT;LTE 1800;510;01;IDN;Indosat Ooredoo Hutchison;INDOSATOOREDOO;896201;2022-03-02
IND INDOSAT;INDOSAT;LTE 900;510;01;IDN;Indosat Ooredoo Hutchison;INDOSATOOREDOO;896201;2022-03-02
Smartfren;SF;CDMA 2000 1X;510;09;IDN;Smartfren;Smartfren Telecom;896209;2015-11-24
Smartfren;SF;LTE-TDD 2300;510;09;IDN;Smartfren;Smartfren Telecom;896209;2015-11-24
Smartfren;SF;CDMA 2000 1X;510;28;IDN;Smartfren;Smartfren Telecom;896228;2015-11-24
Smartfren;SF;CDMA 800;510;28;IDN;Smartfren;Smartfren Telecom;896228;2015-11-24
Smartfren;SF;LTE-FDD 850;510;28;IDN;Smartfren;Smartfren Telecom;896228;2015-11-24
IND airtel;airtel;GSM 900;405;54;IND;Airtel India;airtel;899154;2015-12-14
IND airtel;airtel;GSM 900;405;53;IND;Airtel India;airtel;899153;2015-12-14
IND airtel;airtel;GSM 900;405;52;IND;Airtel India;airtel;899152;2015-12-14
IND airtel;airtel;GSM 900;405;55;IND;Airtel India;airtel;899155;2015-12-14
IND airtel;airtel;GSM 900;405;51;IND;Airtel India;airtel;899151;2015-12-14
IND airtel;airtel;GSM 900;405;56;IND;Airtel India;airtel;899156;2015-12-14
IND airtel;airtel;GSM 1800;404;92;IND;Airtel India;airtel;899192;2015-12-14
IND airtel;airtel;GSM 1800;404;90;IND;Airtel India;airtel;899190;2015-12-14
IND airtel;airtel;GSM 1800;404;98;IND;Airtel India;airtel;899198;2015-12-14
IND airtel;airtel;GSM 1800;404;94;IND;Airtel India;airtel;899194;2015-12-14
IND airtel;airtel;GSM 1800;404;96;IND;Airtel India;airtel;899196;2015-12-14
IND airtel;airtel;GSM 1800;404;97;IND;Airtel India;airtel;899197;2015-12-14
IND airtel;airtel;GSM 1800;404;95;IND;Airtel India;airtel;899195;2015-12-14
IND airtel;airtel;GSM 1800;404;93;IND;Airtel India;airtel;899193;2015-12-14
IND airtel;airtel;GSM 900;404;02;IND;Airtel India;airtel;899102;2015-12-14
IND airtel;airtel;GSM 900;404;10;IND;Airtel India;airtel;899110;2015-12-14
IND airtel;airtel;GSM 900;404;03;IND;Airtel India;airtel;899103;2015-12-14
IND airtel;airtel;GSM 900;404;45;IND;Airtel India;airtel;899145;2015-12-14
IND airtel;airtel;GSM 900;404;49;IND;Airtel India;airtel;899149;2015-12-14
IND airtel;airtel;GSM 900;404;31;IND;Airtel India;airtel;899131;2015-12-14
IND airtel;airtel;GSM 900;404;40;IND;Airtel India;airtel;899140;2015-12-14
CellOne;CellOne;GSM 900;404;79;IND;BSNL;CellOne All India except Delhi & Mumbai;8991;2015-08-10
CellOne;CellOne;GSM 900;404;73;IND;BSNL;CellOne Andhra Pradesh;8991;2015-08-10
CellOne;CellOne;GSM 900;404;38;IND;BSNL;CellOne Assam;8991;2015-08-10
CellOne;CellOne;GSM 900;404;75;IND;BSNL;CellOne Bihar;8991;2015-08-10
CellOne;CellOne;GSM 900;404;81;IND;BSNL;CellOne Kolkata;8991;2015-08-10
CellOne;CellOne;GSM 900;404;64;IND;BSNL;CellOne Chennai;8991;2015-08-10
CellOne;CellOne;GSM 900;404;57;IND;BSNL;CellOne Gujarat;8991;2015-08-10
CellOne;CellOne;GSM 900;404;51;IND;BSNL;CellOne Himachal Pradesh;8991;2015-08-10
CellOne;CellOne;GSM 900;404;34;IND;BSNL;CellOne Haryana;8991;2015-08-10
CellOne;CellOne;GSM 900;404;62;IND;BSNL;CellOne Jammu & Kashmir;8991;2015-08-10
CellOne;CellOne;GSM 900;404;72;IND;BSNL;CellOne Kerala;8991;2015-08-10
CellOne;CellOne;GSM 900;404;71;IND;BSNL;CellOne Karnataka;8991;2015-08-10
CellOne;CellOne;GSM 900;404;66;IND;BSNL;CellOne Maharashtra;8991;2015-08-10
CellOne;CellOne;GSM 900;404;58;IND;BSNL;CellOne Madhya Pradesh;8991;2015-08-10
CellOne;CellOne;GSM 900;404;77;IND;BSNL;CellOne North East;8991;2015-08-10
CellOne;CellOne;GSM 900;404;76;IND;BSNL;CellOne Orissa;8991;2015-08-10
CellOne;CellOne;GSM 900;404;53;IND;BSNL;CellOne Punjab;8991;2015-08-10
CellOne;CellOne;GSM 900;404;59;IND;BSNL;CellOne Rajasthan;8991;2015-08-10
CellOne;CellOne;GSM 900;404;80;IND;BSNL;CellOne Tamil Nadu;8991;2015-08-10
CellOne;CellOne;GSM 900;404;55;IND;BSNL;CellOne Uttar Pradesh (East);8991;2015-08-10
CellOne;CellOne;GSM 900;404;54;IND;BSNL;CellOne Uttar Pradesh (West);8991;2015-08-10
CellOne;CellOne;GSM 900;404;74;IND;BSNL;CellOne West Bengal;8991;2015-08-10
IND airtel;airtel;GSM 900;404;16;IND;Airtel Hexacom;AIRTEL;899116;2015-09-07
IND airtel;airtel;GSM 900;404;70;IND;Airtel Hexacom;AIRTEL;899170;2015-09-07
Vi India;Vi India;GSM 900;404;07;IND;Vi;Vodafone Idea Limited;899107;2020-09-09
Vi India;Vi India;LTE 1800;404;07;IND;Vi;Vodafone Idea Limited;899107;2020-09-09
Vi India;Vi India;UMTS 2100;404;07;IND;Vi;Vodafone Idea Limited;899107;2021-01-04
Vi India;Vi India;GSM 1800;405;751;IND;Vi;Vodafone Idea Limited;8991845;2020-09-09
Vi India;Vi India;LTE 1800;405;751;IND;Vi;Vodafone Idea Limited;8991845;2020-09-09
Vi India;Vi India;UMTS 2100;405;751;IND;Vi;Vodafone Idea Limited;8991845;2021-01-04
Vi India;Vi India;GSM 1800;404;84;IND;Vi;Vodafone Idea Limited;899184;2020-09-09
Vi India;Vi India;LTE 1800;404;84;IND;Vi;Vodafone Idea Limited;899184;2020-09-09
Vi India;Vi India;UMTS 2100;404;84;IND;Vi;Vodafone Idea Limited;899184;2021-01-04
Vi India;Vi India;GSM 900;404;07;IND;Vi;Vodafone Idea Limited;899113;2020-09-09
Vi India;Vi India;LTE 1800;404;07;IND;Vi;Vodafone Idea Limited;899113;2020-09-09
Vi India;Vi India;UMTS 2100;404;07;IND;Vi;Vodafone Idea Limited;899113;2021-01-04
Vi India;Vi India;GSM 900;404;86;IND;Vi;Vodafone Idea Limited;899186;2020-09-09
Vi India;Vi India;LTE 1800;404;86;IND;Vi;Vodafone Idea Limited;899186;2020-09-09
Vi India;Vi India;UMTS 2100;404;86;IND;Vi;Vodafone Idea Limited;899186;2021-01-04
Vi India;Vi India;GSM 900;404;05;IND;Vi;Vodafone Idea Limited;899124;2020-09-09
Vi India;Vi India;LTE 1800;404;05;IND;Vi;Vodafone Idea Limited;899124;2020-09-09
Vi India;Vi India;UMTS 2100;404;05;IND;Vi;Vodafone Idea Limited;899124;2021-01-04
Vi India;Vi India;GSM 900;404;19;IND;Vi;Vodafone Idea Limited;899146;2020-09-09
Vi India;Vi India;LTE 1800;404;19;IND;Vi;Vodafone Idea Limited;899146;2020-09-09
Vi India;Vi India;UMTS 2100;404;19;IND;Vi;Vodafone Idea Limited;899146;2021-01-04
Vi India;Vi India;GSM 900;404;22;IND;Vi;Vodafone Idea Limited;899127;2020-09-09
Vi India;Vi India;GSM 900;404;27;IND;Vi;Vodafone Idea Limited;899127;2020-09-09
Vi India;Vi India;LTE 1800;404;22;IND;Vi;Vodafone Idea Limited;899127;2020-09-09
Vi India;Vi India;LTE 1800;404;27;IND;Vi;Vodafone Idea Limited;899127;2020-09-09
Vi India;Vi India;UMTS 2100;404;22;IND;Vi;Vodafone Idea Limited;899127;2021-01-04
Vi India;Vi India;UMTS 2100;404;27;IND;Vi;Vodafone Idea Limited;899127;2021-01-04
Vi India;Vi India;GSM 900;404;22;IND;Vi;Vodafone Idea Limited;899122;2020-09-09
Vi India;Vi India;LTE 1800;404;22;IND;Vi;Vodafone Idea Limited;899122;2020-09-09
Vi India;Vi India;UMTS 2100;404;22;IND;Vi;Vodafone Idea Limited;899122;2021-01-04
Vi India;Vi India;GSM 900;404;43;IND;Vi;Vodafone Idea Limited;899143;2020-09-09
Vi India;Vi India;LTE 1800;404;43;IND;Vi;Vodafone Idea Limited;899143;2020-09-09
Vi India;Vi India;UMTS 2100;404;43;IND;Vi;Vodafone Idea Limited;899143;2020-12-08
Vi India;Vi India;GSM 900;404;30;IND;Vi;Vodafone Idea Limited;899130;2020-09-09
Vi India;Vi India;LTE 1800;404;30;IND;Vi;Vodafone Idea Limited;899130;2020-09-09
Vi India;Vi India;UMTS 2100;404;30;IND;Vi;Vodafone Idea Limited;899130;2021-01-04
Vi India;Vi India;GSM 1800;404;11;IND;Vi;Vodafone Idea Limited;899111;2020-09-09
Vi India;Vi India;LTE 1800;404;11;IND;Vi;Vodafone Idea Limited;899111;2020-09-09
Vi India;Vi India;UMTS 2100;404;11;IND;Vi;Vodafone Idea Limited;899111;2021-01-04
Vi India;Vi India;GSM 900;404;01;IND;Vi;Vodafone Idea Limited;899101;2020-09-09
Vi India;Vi India;LTE 1800;404;01;IND;Vi;Vodafone Idea Limited;899101;2020-09-09
Vi India;Vi India;UMTS 2100;404;01;IND;Vi;Vodafone Idea Limited;899101;2021-01-04
Vi India;Vi India;GSM 900;404;60;IND;Vi;Vodafone Idea Limited;899160;2020-09-09
Vi India;Vi India;LTE 1800;404;60;IND;Vi;Vodafone Idea Limited;899160;2020-09-09
Vi India;Vi India;UMTS 2100;404;60;IND;Vi;Vodafone Idea Limited;899160;2020-12-08
Vi India;Vi India;GSM 900;404;15;IND;Vi;Vodafone Idea Limited;899115;2020-09-09
Vi India;Vi India;LTE 1800;404;15;IND;Vi;Vodafone Idea Limited;899115;2020-09-09
Vi India;Vi India;UMTS 2100;404;15;IND;Vi;Vodafone Idea Limited;899115;2020-12-08
Vi India;Vi India;GSM 900;404;14;IND;Vi;Vodafone Idea Limited;899188;2020-09-09
Vi India;Vi India;LTE 1800;404;14;IND;Vi;Vodafone Idea Limited;899188;2020-09-09
Vi India;Vi India;UMTS 2100;404;14;IND;Vi;Vodafone Idea Limited;899188;2021-01-04
Vi India;Vi India;GSM 900;404;56;IND;Vi;Vodafone Idea Limited;899166;2020-09-09
Vi India;Vi India;LTE 1800;404;56;IND;Vi;Vodafone Idea Limited;899166;2020-09-09
Vi India;Vi India;UMTS 2100;404;56;IND;Vi;Vodafone Idea Limited;899166;2020-12-08
Vi India;Vi India;GSM 900;405;67;IND;Vi;Vodafone Idea Limited;899167;2020-09-09
Vi India;Vi India;LTE 1800;405;67;IND;Vi;Vodafone Idea Limited;899167;2020-09-09
Vi India;Vi India;UMTS 2100;405;67;IND;Vi;Vodafone Idea Limited;899167;2020-12-08
Vi India;Vi India;GSM 900;404;01;IND;Vi;Vodafone Idea Limited;899112;2020-09-09
Vi India;Vi India;LTE 1800;404;01;IND;Vi;Vodafone Idea Limited;899112;2020-09-09
Vi India;Vi India;UMTS 2100;404;01;IND;Vi;Vodafone Idea Limited;899112;2021-01-04
Vi India;Vi India;GSM 900;404;19;IND;Vi;Vodafone Idea Limited;899119;2020-09-09
Vi India;Vi India;LTE 1800;404;19;IND;Vi;Vodafone Idea Limited;899119;2020-09-09
Vi India;Vi India;UMTS 2100;404;19;IND;Vi;Vodafone Idea Limited;899119;2021-01-04
Vi India;Vi India;GSM 900;404;56;IND;Vi;Vodafone Idea Limited;899156;2020-09-09
Vi India;Vi India;LTE 1800;404;56;IND;Vi;Vodafone Idea Limited;899156;2020-09-09
Vi India;Vi India;UMTS 2100;404;56;IND;Vi;Vodafone Idea Limited;899156;2020-12-08
Vi India;Vi India;GSM 900;404;05;IND;Vi;Vodafone Idea Limited;899105;2020-09-09
Vi India;Vi India;LTE 1800;404;05;IND;Vi;Vodafone Idea Limited;899105;2020-09-09
Vi India;Vi India;UMTS 2100;404;05;IND;Vi;Vodafone Idea Limited;899105;2021-01-04
Vi India;Vi India;GSM 900;404;20;IND;Vi;Vodafone Idea Limited;899120;2020-09-09
Vi India;Vi India;LTE 1800;404;20;IND;Vi;Vodafone Idea Limited;899120;2020-09-09
Vi India;Vi India;UMTS 2100;404;20;IND;Vi;Vodafone Idea Limited;899120;2021-01-04
Vi India;Vi India;GSM 1800;405;70;IND;Vi;Vodafone Idea Limited;899170;2020-09-09
Vi India;Vi India;LTE 1800;405;70;IND;Vi;Vodafone Idea Limited;899170;2020-09-09
Vi India;Vi India;UMTS 2100;405;70;IND;Vi;Vodafone Idea Limited;899170;2021-01-04
Vi India;Vi India;GSM 1800;404;11;IND;Vi;Vodafone Idea Limited;899104;2020-09-09
Vi India;Vi India;LTE 1800;404;11;IND;Vi;Vodafone Idea Limited;899104;2020-09-09
Vi India;Vi India;UMTS 2100;404;11;IND;Vi;Vodafone Idea Limited;899104;2020-09-09
Vi India;Vi India;GSM 1800;405;755;IND;Vi;Vodafone Idea Limited;8991849;2020-09-09
Vi India;Vi India;LTE 1800;405;755;IND;Vi;Vodafone Idea Limited;8991849;2020-09-09
Vi India;Vi India;UMTS 2100;405;755;IND;Vi;Vodafone Idea Limited;8991849;2021-01-04
Vi India;Vi India;GSM 1800;404;82;IND;Vi;Vodafone Idea Limited;899182;2020-09-09
Vi India;Vi India;LTE 1800;404;82;IND;Vi;Vodafone Idea Limited;899182;2020-09-09
Vi India;Vi India;UMTS 2100;404;82;IND;Vi;Vodafone Idea Limited;899182;2021-01-04
Vi India;Vi India;GSM 1800;405;846;IND;Vi;Vodafone Idea Limited;8991846;2020-09-09
Vi India;Vi India;LTE 1800;405;846;IND;Vi;Vodafone Idea Limited;8991846;2020-09-09
Vi India;Vi India;UMTS 2100;405;846;IND;Vi;Vodafone Idea Limited;8991846;2021-01-04
Vi India;Vi India;GSM 900;404;30;IND;Vi;Vodafone Idea Limited;8991848;2020-09-09
Vi India;Vi India;LTE 1800;404;30;IND;Vi;Vodafone Idea Limited;8991848;2020-09-09
Vi India;Vi India;UMTS 2100;404;30;IND;Vi;Vodafone Idea Limited;8991848;2021-01-04
Vi India;Vi India;GSM 900;404;20;IND;Vi;Vodafone Idea Limited;8991799;2020-09-09
Vi India;Vi India;LTE 1800;404;20;IND;Vi;Vodafone Idea Limited;8991799;2020-09-09
Vi India;Vi India;UMTS 2100;404;20;IND;Vi;Vodafone Idea Limited;8991799;2021-01-04
Vi India;Vi India;GSM 1800;405;753;IND;Vi;Vodafone Idea Limited;8991850;2020-09-09
Vi India;Vi India;LTE 1800;405;753;IND;Vi;Vodafone Idea Limited;8991850;2020-09-09
Vi India;Vi India;UMTS 2100;405;753;IND;Vi;Vodafone Idea Limited;8991850;2021-01-04
Vi India;Vi India;GSM 900;404;60;IND;Vi;Vodafone Idea Limited;899187;2020-09-09
Vi India;Vi India;LTE 1800;404;60;IND;Vi;Vodafone Idea Limited;899187;2020-09-09
Vi India;Vi India;UMTS 2100;404;60;IND;Vi;Vodafone Idea Limited;899187;2020-12-08
Vi India;Vi India;GSM 1800;404;84;IND;Vi;Vodafone Idea Limited;8991852;2020-09-11
Vi India;Vi India;GSM 900;404;43;IND;Vi;Vodafone Idea Limited;8991852;2020-09-14
Vi India;Vi India;LTE 1800;404;84;IND;Vi;Vodafone Idea Limited;8991852;2020-09-11
Vi India;Vi India;LTE 1800;404;43;IND;Vi;Vodafone Idea Limited;8991852;2020-09-11
Vi India;Vi India;UMTS 2100;404;84;IND;Vi;Vodafone Idea Limited;8991852;2020-12-08
Vi India;Vi India;UMTS 2100;404;43;IND;Vi;Vodafone Idea Limited;8991852;2020-09-11
Vi India;Vi India;GSM 900;404;15;IND;Vi;Vodafone Idea Limited;899189;2020-09-09
Vi India;Vi India;LTE 1800;404;15;IND;Vi;Vodafone Idea Limited;899189;2020-09-09
Vi India;Vi India;UMTS 2100;404;15;IND;Vi;Vodafone Idea Limited;899189;2020-12-08
Vi India;Vi India;GSM 900;405;67;IND;Vi;Vodafone Idea Limited;8991853;2020-09-09
Vi India;Vi India;LTE 1800;405;67;IND;Vi;Vodafone Idea Limited;8991853;2020-09-09
Vi India;Vi India;UMTS 2100;405;67;IND;Vi;Vodafone Idea Limited;8991853;2020-12-08
Vi India;Vi India;GSM 900;404;78;IND;Vi;Vodafone Idea Limited;899178;2020-09-09
Vi India;Vi India;LTE 1800;404;78;IND;Vi;Vodafone Idea Limited;899178;2020-09-09
Vi India;Vi India;UMTS 2100;404;78;IND;Vi;Vodafone Idea Limited;899178;2021-01-04
Vi India;Vi India;GSM 900;404;86;IND;Vi;Vodafone Idea Limited;899144;2020-09-11
Vi India;Vi India;LTE 1800;404;86;IND;Vi;Vodafone Idea Limited;899144;2020-09-09
Vi India;Vi India;UMTS 2100;404;86;IND;Vi;Vodafone Idea Limited;899144;2021-01-04
Vi India;Vi India;GSM 900;404;14;IND;Vi;Vodafone Idea Limited;899114;2020-09-09
Vi India;Vi India;LTE 1800;404;14;IND;Vi;Vodafone Idea Limited;899114;2020-09-09
Vi India;Vi India;UMTS 2100;404;14;IND;Vi;Vodafone Idea Limited;899114;2021-01-04
Vi India;Vi India;GSM 1800;405;846;IND;Vi;Vodafone Idea Limited;8991750;2020-09-09
Vi India;Vi India;LTE 1800;405;846;IND;Vi;Vodafone Idea Limited;8991750;2020-09-09
Vi India;Vi India;UMTS 2100;405;846;IND;Vi;Vodafone Idea Limited;8991750;2021-01-04
Vi India;Vi India;GSM 1800;405;751;IND;Vi;Vodafone Idea Limited;8991751;2020-09-09
Vi India;Vi India;LTE 1800;405;751;IND;Vi;Vodafone Idea Limited;8991751;2020-09-09
Vi India;Vi India;UMTS 2100;405;751;IND;Vi;Vodafone Idea Limited;8991751;2021-01-04
Vi India;Vi India;GSM 1800;405;70;IND;Vi;Vodafone Idea Limited;8991752;2020-09-09
Vi India;Vi India;LTE 1800;405;70;IND;Vi;Vodafone Idea Limited;8991752;2020-09-09
Vi India;Vi India;UMTS 2100;405;70;IND;Vi;Vodafone Idea Limited;8991752;2021-01-04
Vi India;Vi India;GSM 1800;405;753;IND;Vi;Vodafone Idea Limited;8991753;2020-09-09
Vi India;Vi India;LTE 1800;405;753;IND;Vi;Vodafone Idea Limited;8991753;2020-09-09
Vi India;Vi India;UMTS 2100;405;753;IND;Vi;Vodafone Idea Limited;8991753;2021-01-04
Vi India;Vi India;GSM 1800;404;82;IND;Vi;Vodafone Idea Limited;8991754;2020-09-09
Vi India;Vi India;LTE 1800;404;82;IND;Vi;Vodafone Idea Limited;8991754;2020-09-09
Vi India;Vi India;UMTS 2100;404;82;IND;Vi;Vodafone Idea Limited;8991754;2021-01-04
Vi India;Vi India;GSM 1800;405;755;IND;Vi;Vodafone Idea Limited;8991755;2020-09-09
Vi India;Vi India;LTE 1800;405;755;IND;Vi;Vodafone Idea Limited;8991755;2020-09-09
Vi India;Vi India;UMTS 2100;405;755;IND;Vi;Vodafone Idea Limited;8991755;2021-01-04
Vi India;Vi India;GSM 900;404;78;IND;Vi;Vodafone Idea Limited;8991756;2020-09-09
Vi India;Vi India;LTE 1800;404;78;IND;Vi;Vodafone Idea Limited;8991756;2020-09-09
Vi India;Vi India;UMTS 2100;404;78;IND;Vi;Vodafone Idea Limited;8991756;2021-01-04
IND-JIO;JIO;LTE-TD 2300;405;840;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991840;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;854;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991854;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;855;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991855;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;856;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991856;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;857;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991857;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;858;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991858;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;859;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991859;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;860;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991860;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;861;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991861;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;862;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991862;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;863;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991863;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;864;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991864;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;865;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991865;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;866;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991866;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;867;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991867;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;868;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991868;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;869;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991869;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;870;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991870;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;871;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991871;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;872;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991872;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;873;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991873;2014-03-12
IND-JIO;JIO;LTE-TD 2300;405;874;IND;Reliance Jio Infocomm Limited;Reliance Jio Infocomm Ltd India;8991874;2014-03-12
3;3;3G 2100;272;02;IRL;3 Ireland;3;8935302;2016-09-13
3;3;GSM 1800;272;02;IRL;3 Ireland;3;8935302;2016-09-13
3;3;GSM 900;272;02;IRL;3 Ireland;3;8935302;2016-09-13
3;3;3G 2100;272;05;IRL;3 Ireland;3;8935305;2016-09-13
3;3;LTE 1800;272;05;IRL;3 Ireland;3;8935305;2016-09-13
3;3;LTE 800;272;05;IRL;3 Ireland;3;8935305;2016-09-13
3;3;LTE 900;272;05;IRL;3 Ireland;3;8935305;2016-09-13
IRL - METEOR;METEOR;3G 2100;272;03;IRL;Eircom Limited;Meteor;8935303;2016-02-04
IRL - METEOR;METEOR;3G 900;272;03;IRL;Eircom Limited;Meteor;8935303;2016-02-04
IRL - METEOR;METEOR;GSM 1800;272;03;IRL;Eircom Limited;Meteor;8935303;2016-02-04
IRL - METEOR;METEOR;GSM 900;272;03;IRL;Eircom Limited;Meteor;8935303;2016-02-04
IRL - METEOR;METEOR;LTE 1800;272;03;IRL;Eircom Limited;Meteor;8935303;2016-02-04
IRL - METEOR;METEOR;LTE 800;272;03;IRL;Eircom Limited;Meteor;8935303;2016-02-04
vodafone IE;voda IE;3G 2100;272;01;IRL;Vodafone Ireland;vodafone;8935301;2018-02-07
vodafone IE;voda IE;3G 900;272;01;IRL;Vodafone Ireland;vodafone;8935301;2018-02-08
vodafone IE;voda IE;GSM 1800;272;01;IRL;Vodafone Ireland;vodafone;8935301;2012-07-05
vodafone IE;voda IE;GSM 900;272;01;IRL;Vodafone Ireland;vodafone;8935301;2012-07-05
vodafone IE;voda IE;LTE 1800;272;01;IRL;Vodafone Ireland;vodafone;8935301;2018-02-08
vodafone IE;voda IE;LTE 800;272;01;IRL;Vodafone Ireland;vodafone;8935301;2018-02-08
KOREK;KOREK;GSM 900;418;40;IRQ;Korek Telecom Company;Korek Telecom;892140;2015-12-14
zain IQ;zain IQ;GSM 900;418;20;IRQ;Zain Iraq;zain IQ;8996420;2016-03-02
IRAQNA;IRAQNA;GSM 900;418;30;IRQ;Zain Iraq;Zain Iraq;8996430;2016-03-02
ASIACELL;ASIACELL;GSM 900;418;05;IRQ;Asiacell Communications PJSC;Asiacell;8996405;2012-08-13
NOVA IS;NOVA;3G 2100;274;11;ISL;Nova ehf.;NOVA;8935411;2016-02-09
NOVA IS;NOVA;3G 2100;274;11;ISL;Nova ehf.;NOVA;8935411;2016-02-09
NOVA IS;NOVA;3G 900;274;11;ISL;Nova ehf.;NOVA;8935411;2016-02-09
NOVA IS;NOVA;LTE 1800;274;11;ISL;Nova ehf.;NOVA;8935411;2016-02-09
NOVA IS;NOVA;LTE 2100;274;11;ISL;Nova ehf.;NOVA;8935411;2016-02-09
NOVA IS;NOVA;LTE 800;274;11;ISL;Nova ehf.;NOVA;8935411;2016-02-09
Vodafone;Vodafone;3G 2100;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2016-03-16
Vodafone;Vodafone;3G 900;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2016-03-16
Vodafone;Vodafone;GSM 1800;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2016-03-16
Vodafone;Vodafone;GSM 900;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2016-03-16
Vodafone;Vodafone;LTE 1800;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2016-03-16
Vodafone;Vodafone;LTE 2100;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2017-01-13
Vodafone;Vodafone;LTE 2600;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2019-01-04
Vodafone;Vodafone;LTE 800;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2016-03-16
Vodafone;Vodafone;LTE 900;274;02;ISL;Vodafone Iceland;Vodafone Iceland;8935402;2019-01-04
IS OnWaves;OnWaves;GSM 1800;274;08;ISL;Síminn h.f.;NE - On-Waves;8935408;2016-03-10
IS OnWaves;OnWaves;GSM 900;274;08;ISL;Síminn h.f.;NE - On-Waves;8935408;2016-03-10
IS SIMINN;SIMINN;3G 2100;274;01;ISL;Síminn h.f.;Siminn;8935401;2016-03-10
IS SIMINN;SIMINN;3G 900;274;01;ISL;Síminn h.f.;Siminn;8935401;2017-02-20
IS SIMINN;SIMINN;GSM 1800;274;01;ISL;Síminn h.f.;Siminn;8935401;2016-03-10
IS SIMINN;SIMINN;GSM 900;274;01;ISL;Síminn h.f.;Siminn;8935401;2016-03-10
IS SIMINN;SIMINN;LTE 1800;274;01;ISL;Síminn h.f.;Siminn;8935401;2016-03-10
IS SIMINN;SIMINN;LTE 2100;274;01;ISL;Síminn h.f.;Siminn;8935401;2017-02-20
Hot Mobile Ltd.;Israel;3G 2100;425;28;ISR;Hot Mobile Ltd.;Hot Mobile Ltd.;8997207;2016-05-17
Hot Mobile Ltd.;Israel;3G 900;425;28;ISR;Hot Mobile Ltd.;Hot Mobile Ltd.;8997207;2016-05-17
Hot Mobile Ltd.;Israel;GSM 1800;425;28;ISR;Hot Mobile Ltd.;Hot Mobile Ltd.;8997207;2016-05-17
